"Interval start","Graph 1"
"173.800","39"
"173.900","93"
"174.000","89"
"174.100","33"
"174.200","50"
"174.300","54"
"174.400","98"
"174.500","65"
"174.600","87"
"174.700","58"
"174.800","46"
"174.900","114"
"175.000","58"
"175.100","78"
"175.200","76"
"175.300","67"
"175.400","48"
"175.500","86"
"175.600","91"
"175.700","74"
"175.800","35"
"175.900","144"
"176.000","34"
"176.100","116"
"176.200","88"
"176.300","88"
"176.400","85"
"176.500","84"
"176.600","93"
"176.700","96"
"176.800","44"
"176.900","109"
"177.000","28"
"177.100","112"
"177.200","103"
"177.300","114"
"177.400","52"
"177.500","103"
"177.600","116"
"177.700","112"
"177.800","94"
"177.900","89"
"178.000","45"
"178.100","114"
"178.200","43"
"178.300","117"
"178.400","87"
"178.500","69"
"178.600","74"
"178.700","88"
"178.800","51"
"178.900","98"
"179.000","37"
"179.100","106"
"179.200","46"
"179.300","88"
"179.400","57"
"179.500","79"
"179.600","36"
"179.700","95"
"179.800","81"
"179.900","27"
"180.000","33"
"180.100","42"
"180.200","32"
"180.300","47"
"180.400","38"
"180.500","39"
"180.600","23"
"180.700","45"
"180.800","22"
"180.900","42"
"181.000","51"
"181.100","46"
"181.200","40"
"181.300","47"
"181.400","43"
"181.500","49"
"181.600","24"
"181.700","56"
"181.800","27"
"181.900","71"
"182.000","46"
"182.100","32"
"182.200","39"
"182.300","57"
"182.400","21"
"182.500","49"
"182.600","20"
"182.700","88"
"182.800","30"
"182.900","39"
"183.000","31"
"183.100","40"
"183.200","18"
"183.300","43"
"183.400","33"
"183.500","30"
"183.600","43"
"183.700","30"
"183.800","21"
"183.900","40"
"184.000","13"
"184.100","37"
"184.200","20"
"184.300","35"
"184.400","17"
"184.500","39"
"184.600","17"
"184.700","34"
"184.800","11"
"184.900","128"
"185.000","12"
"185.100","25"
"185.200","28"
"185.300","15"
"185.400","19"
"185.500","15"
"185.600","21"
"185.700","23"
"185.800","14"
"185.900","23"
"186.000","10"
"186.100","104"
"186.200","19"
"186.300","24"
"186.400","21"
"186.500","32"
"186.600","13"
"186.700","60"
"186.800","26"
"186.900","25"
"187.000","13"
"187.100","26"
"187.200","19"
"187.300","19"
"187.400","22"
"187.500","24"
"187.600","14"
"187.700","28"
"187.800","19"
"187.900","14"
"188.000","14"
"188.100","24"
"188.200","11"
"188.300","12"
"188.400","9"
"188.500","14"
"188.600","8"
"188.700","15"
"188.800","12"
"188.900","15"
"189.000","7"
"189.100","15"
"189.200","10"
"189.300","13"
"189.400","7"
"189.500","12"
"189.600","8"
"189.700","29"
"189.800","8"
"189.900","15"
"190.000","12"
"190.100","9"
"190.200","12"
"190.300","15"
"190.400","6"
"190.500","17"
"190.600","8"
"190.700","12"
"190.800","8"
"190.900","15"
"191.000","11"
"191.100","11"
"191.200","7"
"191.300","24"
"191.400","10"
"191.500","12"
"191.600","14"
"191.700","13"
"191.800","8"
"191.900","19"
"192.000","11"
"192.100","9"
"192.200","1"
"192.300","1"
"192.400","2"
"192.500","0"
"192.600","0"
"192.700","0"
"192.800","0"
"192.900","2"
"193.000","0"
"193.100","0"
"193.200","0"
"193.300","1"
"193.400","0"
"193.500","0"
"193.600","0"
"193.700","2"
"193.800","0"
"193.900","1"
"194.000","0"
"194.100","0"
"194.200","0"
"194.300","0"
"194.400","0"
"194.500","0"
"194.600","0"
"194.700","2"
"194.800","0"
"194.900","1"
"195.000","0"
"195.100","0"
"195.200","0"
"195.300","0"
"195.400","0"
"195.500","0"
"195.600","0"
"195.700","0"
"195.800","0"
"195.900","0"
"196.000","0"
"196.100","0"
"196.200","0"
"196.300","0"
"196.400","3"
"196.500","0"
"196.600","0"
"196.700","2"
"196.800","0"
"196.900","2"
"197.000","0"
"197.100","0"
"197.200","1"
"197.300","1"
"197.400","2"
"197.500","0"
"197.600","0"
"197.700","0"
"197.800","0"
"197.900","2"
"198.000","0"
"198.100","0"
"198.200","0"
"198.300","1"
"198.400","0"
"198.500","0"
"198.600","0"
"198.700","0"
"198.800","2"
"198.900","0"
"199.000","1"

