"Interval start","Graph 1","Graph 2","Graph 3"
"111.000","1809","872","55"
"111.100","1556","841","64"
"111.200","1769","837","56"
"111.300","1602","812","62"
"111.400","1599","869","62"
"111.500","1733","820","57"
"111.600","1694","832","58"
"111.700","1779","864","56"
"111.800","1883","828","53"
"111.900","1346","831","74"
"112.000","1405","870","71"
"112.100","1666","806","59"
"112.200","1542","839","64"
"112.300","1770","852","56"
"112.400","1478","826","67"
"112.500","1893","844","52"
"112.600","1708","852","58"
"112.700","1529","822","65"
"112.800","1765","843","56"
"112.900","1751","858","57"
"113.000","1716","819","57"
"113.100","1856","835","54"
"113.200","1496","842","66"
"113.300","1634","819","60"
"113.400","1621","834","62"
"113.500","1733","841","57"
"113.600","1561","828","64"
"113.700","1470","806","67"
"113.800","1930","884","51"
"113.900","1356","845","73"
"114.000","1592","835","62"
"114.100","1671","828","59"
"114.200","1752","844","57"
"114.300","1756","832","56"
"114.400","1581","841","63"
"114.500","1833","825","54"
"114.600","1520","866","65"
"114.700","1351","830","74"
"114.800","1939","843","51"
"114.900","1529","850","65"
"115.000","1878","846","53"
"115.100","1863","833","53"
"115.200","1447","848","69"
"115.300","1536","842","64"
"115.400","1671","833","60"
"115.500","1354","824","73"
"115.600","1695","868","59"
"115.700","1603","858","62"
"115.800","1680","796","59"
"115.900","1571","872","63"
"116.000","1772","852","56"
"116.100","1724","799","58"
"116.200","1505","814","66"
"116.300","1758","786","56"
"116.400","1463","787","68"
"116.500","1604","819","62"
"116.600","1497","779","66"
"116.700","1586","791","63"
"116.800","1811","803","54"
"116.900","1618","788","62"
"117.000","1779","801","56"
"117.100","1378","812","72"
"117.200","1673","784","59"
"117.300","1797","787","55"
"117.400","1511","823","66"
"117.500","1799","784","55"
"117.600","1726","804","57"
"117.700","1449","822","68"
"117.800","1750","780","57"
"117.900","1643","793","60"
"118.000","1702","813","58"
"118.100","1802","780","55"
"118.200","1559","782","64"
"118.300","1630","813","61"
"118.400","1413","781","70"
"118.500","1652","797","60"
"118.600","1574","810","63"
"118.700","1724","789","57"
"118.800","1917","795","51"
"118.900","1629","825","61"
"119.000","1755","777","56"
"119.100","1656","800","59"
"119.200","1535","813","65"
"119.300","1835","791","54"
"119.400","1627","802","61"
"119.500","1838","819","54"
"119.600","1759","772","56"
"119.700","1372","795","72"
"119.800","1530","824","65"
"119.900","1334","796","74"
"120.000","1872","793","53"
"120.100","1701","820","58"
"120.200","1639","792","61"
"120.300","1813","792","55"
"120.400","1549","827","64"
"120.500","1748","779","57"
"120.600","1830","796","54"
"120.700","1368","781","72"
"120.800","1868","790","53"
"120.900","1555","797","63"
"121.000","1824","897","55"
"121.100","1692","799","58"
"121.200","1756","842","57"
"121.300","1922","841","52"
"121.400","1554","833","64"
"121.500","1979","826","50"
"121.600","1833","843","54"
"121.700","1699","811","58"
"121.800","1771","869","56"
"121.900","1377","853","72"
"122.000","1769","809","56"
"122.100","1848","844","54"
"122.200","1901","859","52"
"122.300","2023","815","49"
"122.400","1678","860","59"
"122.500","1728","861","58"
"122.600","1949","822","51"
"122.700","1701","842","58"
"122.800","2042","847","48"
"122.900","1799","810","55"
"123.000","1948","833","51"
"123.100","1624","861","60"
"123.200","1863","803","54"
"123.300","1896","842","52"
"123.400","1575","860","63"
"123.500","2036","834","49"
"123.600","1894","860","52"
"123.700","1727","865","58"
"123.800","2017","814","49"
"123.900","1497","842","66"
"124.000","2008","876","49"
"124.100","1997","835","50"
"124.200","1517","861","65"
"124.300","1726","817","57"
"124.400","1599","857","62"
"124.500","1817","836","55"
"124.600","1931","843","51"
"124.700","1801","845","55"
"124.800","1816","845","54"
"124.900","1690","841","59"
"125.000","1712","841","58"
"125.100","1636","827","60"
"125.200","1412","885","71"
"125.300","1524","860","65"
"125.400","1754","823","56"
"125.500","1843","848","54"
"125.600","1647","835","60"
"125.700","1632","832","61"
"125.800","1540","864","64"
"125.900","1102","811","74"
"126.000","1709","837","68"
"126.100","1816","841","54"
"126.200","1184","882","84"
"126.300","1882","853","53"
"126.400","1550","854","64"
"126.500","1799","853","55"
"126.600","1590","860","62"
"126.700","1819","843","54"
"126.800","2062","826","48"
"126.900","1612","855","62"
"127.000","1928","861","51"
"127.100","1899","820","52"
"127.200","1593","899","62"
"127.300","1653","857","60"
"127.400","1427","880","70"
"127.500","1753","833","57"
"127.600","1533","867","65"
"127.700","1219","839","82"
"127.800","1998","876","50"
"127.900","1423","883","70"
"128.000","1748","836","57"
"128.100","1793","844","55"
"128.200","788","920","127"
"128.300","1681","834","59"
"128.400","1658","859","60"
"128.500","1945","878","51"
"128.600","1973","802","50"
"128.700","1451","833","68"
"128.800","1299","874","77"
"128.900","1479","878","66"
"129.000","1282","807","78"
"129.100","1556","883","64"
"129.200","1164","845","85"
"129.300","913","865","109"
"129.400","1276","890","78"
"129.500","1913","831","52"
"129.600","1878","837","53"
"129.700","1772","852","56"
"129.800","1895","821","52"
"129.900","1226","884","81"
"130.000","1668","875","60"
"130.100","1793","821","55"
"130.200","1610","852","62"
"130.300","1749","824","56"
"130.400","1574","845","64"
"130.500","1730","829","57"
"130.600","1707","848","58"
"130.700","1222","811","81"
"130.800","1061","867","67"
"130.900","951","855","134"
"131.000","1291","892","77"
"131.100","924","831","82"
"131.200","977","849","122"
"131.300","1444","793","72"
"131.400","1585","790","63"
"131.500","1856","811","53"
"131.600","1947","787","51"
"131.700","1220","827","82"
"131.800","1278","827","78"
"131.900","1547","788","64"
"132.000","1338","806","75"
"132.100","1644","816","60"
"132.200","1386","764","72"
"132.300","1640","805","61"
"132.400","1454","818","68"
"132.500","1833","786","54"
"132.600","1570","804","63"
"132.700","1359","820","73"
"132.800","1871","780","53"
"132.900","1823","815","54"
"133.000","1750","812","57"
"133.100","2150","786","46"
"133.200","1236","779","81"
"133.300","1472","832","67"
"133.400","1570","792","63"
"133.500","1696","787","59"
"133.600","1812","827","55"
"133.700","1467","776","67"
"133.800","1692","799","59"
"133.900","1701","812","59"
"134.000","1796","795","55"
"134.100","1940","799","51"
"134.200","1458","816","68"
"134.300","1666","782","60"
"134.400","1722","812","57"
"134.500","1654","807","60"
"134.600","1983","788","50"
"134.700","1722","809","57"
"134.800","1901","811","52"
"134.900","1582","780","63"
"135.000","1760","809","56"
"135.100","2003","821","49"
"135.200","1309","795","76"
"135.300","879","793","60"
"135.400","0","0","0"
"135.500","0","0","0"
"135.600","1656","782","209"
"135.700","1680","833","59"
"135.800","1609","778","62"
"135.900","761","788","126"
"136.000","1133","817","91"
"136.100","1593","787","60"
"136.200","1336","801","77"
"136.300","1149","825","86"
"136.400","1075","775","92"
"136.500","255","852","250"
"136.600","258","920","496"
"136.700","1030","795","105"
"136.800","1143","796","87"
"136.900","1883","810","52"
"137.000","1511","798","66"
"137.100","1690","809","59"
"137.200","1899","811","52"
"137.300","1647","796","60"
"137.400","1698","800","58"
"137.500","1764","818","56"
"137.600","1758","782","56"
"137.700","1777","796","56"
"137.800","1334","803","68"
"137.900","895","775","114"
"138.000","1460","790","72"
"138.100","1847","822","54"
"138.200","1769","775","56"
"138.300","1987","793","50"
"138.400","1898","824","52"
"138.500","1998","788","50"
"138.600","1997","804","50"
"138.700","934","870","107"
"138.800","1961","779","50"
"138.900","1828","804","54"
"139.000","1904","813","52"
"139.100","1814","781","55"
"139.200","1890","797","52"
"139.300","1977","819","50"
"139.400","2021","777","49"
"139.500","906","780","100"
"139.600","808","792","134"
"139.700","730","763","136"
"139.800","1840","798","54"
"139.900","2039","818","49"
"140.000","2097","790","47"
"140.100","1909","809","52"
"140.200","1441","840","69"
"140.300","2053","782","48"
"140.400","1479","823","52"
"140.500","1287","833","95"
"140.600","2209","783","45"
"140.700","1878","794","53"
"140.800","1949","822","51"
"140.900","2015","784","49"
"141.000","1649","838","58"
"141.100","1988","834","51"
"141.200","1131","832","88"
"141.300","1250","801","79"
"141.400","1897","826","52"
"141.500","1347","839","74"
"141.600","2135","833","46"
"141.700","1862","853","53"
"141.800","2161","819","46"
"141.900","2000","829","50"
"142.000","1946","851","51"
"142.100","1432","799","69"
"142.200","1697","842","58"
"142.300","2032","857","48"
"142.400","1447","818","69"
"142.500","1651","822","60"
"142.600","1275","857","78"
"142.700","1217","804","73"
"142.800","1368","813","80"
"142.900","1802","826","50"
"143.000","965","819","112"
"143.100","1997","826","50"
"143.200","2084","856","47"
"143.300","2034","814","49"
"143.400","1958","836","51"
"143.500","1522","848","65"
"143.600","2130","814","46"
"143.700","1629","824","61"
"143.800","1354","884","73"
"143.900","1803","824","54"
"144.000","1120","847","71"
"144.100","1032","851","118"
"144.200","380","802","126"
"144.300","579","816","254"
"144.400","1135","872","92"
"144.500","515","873","194"
"144.600","818","820","122"
"144.700","620","801","161"
"144.800","1018","807","79"
"144.900","1294","823","89"
"145.000","363","990","241"
"145.100","890","795","106"
"145.200","394","906","195"
"145.300","573","887","249"
"145.400","610","843","163"
"145.500","236","1064","423"
"145.600","894","874","111"
"145.700","815","771","122"
"145.800","1038","783","96"
"145.900","753","834","132"
"146.000","794","830","126"
"146.100","1706","798","58"
"146.200","1319","807","72"
"146.300","435","814","225"
"146.400","765","816","138"
"146.500","688","830","145"
"146.600","1189","777","82"
"146.700","1399","780","72"
"146.800","446","713","136"
"146.900","0","0","0"
"147.000","0","0","0"
"147.100","283","832","1164"
"147.200","1206","804","90"
"147.300","1207","792","83"
"147.400","811","807","123"
"147.500","574","843","173"
"147.600","936","752","107"
"147.700","586","800","149"
"147.800","733","793","153"
"147.900","1212","781","80"
"148.000","846","822","120"
"148.100","640","751","135"
"148.200","746","787","135"
"148.300","757","774","128"
"148.400","917","768","124"
"148.500","199","688","484"
"148.600","266","806","111"
"148.700","1582","772","110"
"148.800","761","811","131"
"148.900","1697","835","58"
"149.000","1834","785","54"
"149.100","1847","795","53"
"149.200","1865","808","53"
"149.300","1335","760","74"
"149.400","1228","805","81"
"149.500","1235","844","81"
"149.600","1569","789","63"
"149.700","2143","811","46"
"149.800","1767","804","56"
"149.900","2004","788","50"
"150.000","1905","797","52"
"150.100","1565","821","63"
"150.200","2056","787","45"
"150.300","1158","816","90"
"150.400","1644","820","61"
"150.500","1652","783","60"
"150.600","1619","799","61"
"150.700","1355","832","74"
"150.800","1606","762","62"
"150.900","1847","792","54"
"151.000","1844","895","54"
"151.100","1523","805","63"
"151.200","1227","808","84"
"151.300","1515","833","65"
"151.400","2174","820","46"
"151.500","1860","819","53"
"151.600","2011","821","48"
"151.700","1128","834","90"
"151.800","1833","856","54"
"151.900","1238","841","52"
"152.000","1217","880","103"
"152.100","844","766","127"
"152.200","2278","860","44"
"152.300","1641","832","61"
"152.400","2010","872","49"
"152.500","1384","831","48"
"152.600","1228","872","100"
"152.700","1540","846","68"
"152.800","717","823","133"
"152.900","1498","872","72"
"153.000","1564","832","60"
"153.100","1531","907","69"
"153.200","1867","823","53"
"153.300","1977","798","49"
"153.400","2041","811","48"
"153.500","1885","871","54"
"153.600","1079","773","92"
"153.700","1826","823","54"
"153.800","1606","838","59"
"153.900","2132","801","49"
"154.000","1999","808","49"
"154.100","1957","798","51"
"154.200","2155","886","46"
"154.300","1776","840","56"
"154.400","1061","774","80"
"154.500","1286","828","78"
"154.600","1795","880","63"
"154.700","2163","860","46"
"154.800","1298","894","76"
"154.900","2038","828","49"
"155.000","1875","853","53"
"155.100","1811","840","55"
"155.200","1695","873","59"
"155.300","415","802","240"
"155.400","1382","898","72"
"155.500","1863","882","53"
"155.600","1787","838","56"
"155.700","1505","826","61"
"155.800","1000","825","101"
"155.900","580","814","176"
"156.000","323","842","252"
"156.100","236","792","516"
"156.200","23","818","3583"
"156.300","572","877","193"
"156.400","829","825","124"
"156.500","1186","790","87"
"156.600","422","722","223"
"156.700","1355","819","76"
"156.800","1029","802","97"
"156.900","457","783","208"
"157.000","1823","829","58"
"157.100","660","742","84"
"157.200","1050","833","136"
"157.300","1893","821","53"
"157.400","2066","786","48"
"157.500","2258","800","43"
"157.600","1684","813","59"
"157.700","2280","785","43"
"157.800","2155","803","46"
"157.900","2179","809","45"
"158.000","2214","778","45"
"158.100","1625","827","53"
"158.200","1922","819","59"
"158.300","706","776","130"
"158.400","784","770","137"
"158.500","2391","817","41"
"158.600","1365","794","73"
"158.700","2269","807","44"
"158.800","2197","810","45"
"158.900","1617","773","61"
"159.000","2234","804","44"
"159.100","1136","806","58"
"159.200","1167","788","114"
"159.300","1792","801","53"
"159.400","1111","831","91"
"159.500","1724","769","59"
"159.600","710","822","140"
"159.700","1910","825","52"
"159.800","1461","781","58"
"159.900","1749","780","65"
"160.000","2339","819","42"
"160.100","490","791","204"
"160.200","1373","786","72"
"160.300","1838","820","52"
"160.400","1875","795","55"
"160.500","2068","793","48"
"160.600","915","834","45"
"160.700","335","838","471"
"160.800","2359","794","42"
"160.900","984","810","79"
"161.000","1841","799","66"
"161.100","1304","803","76"
"161.200","2249","813","44"
"161.300","2115","790","47"
"161.400","1469","816","68"
"161.500","2309","820","43"
"161.600","1919","788","47"
"161.700","1422","925","57"
"161.800","1479","857","85"
"161.900","1108","827","90"
"162.000","1443","821","69"
"162.100","1190","852","54"
"162.200","2102","855","64"
"162.300","2023","829","49"
"162.400","996","922","100"
"162.500","1502","833","66"
"162.600","1394","840","71"
"162.700","1233","817","79"
"162.800","1386","856","70"
"162.900","1504","818","69"
"163.000","2491","864","39"
"163.100","2058","830","48"
"163.200","1365","851","73"
"163.300","1421","850","70"
"163.400","1706","825","58"
"163.500","975","822","102"
"163.600","192","839","139"
"163.700","129","809","1343"
"163.800","1868","861","53"
"163.900","1270","794","73"
"164.000","1754","784","61"
"164.100","1175","836","61"
"164.200","1241","833","103"
"164.300","1191","816","79"
"164.400","907","840","116"
"164.500","953","838","104"
"164.600","867","786","100"
"164.700","1317","822","86"
"164.800","975","829","100"
"164.900","307","764","140"
"165.000","1214","885","130"
"165.100","1017","809","68"
"165.200","131","913","953"
"165.300","1107","797","94"
"165.400","609","793","164"
"165.500","1575","775","60"
"165.600","1279","832","72"
"165.700","1844","834","58"
"165.800","1912","827","54"
"165.900","627","878","137"
"166.000","1603","811","67"
"166.100","717","825","125"
"166.200","1861","806","61"
"166.300","2477","807","41"
"166.400","2230","786","44"
"166.500","1875","806","53"
"166.600","1760","820","56"
"166.700","2321","791","43"
"166.800","1109","841","69"
"166.900","590","1021","198"
"167.000","1406","898","75"
"167.100","891","850","87"
"167.200","1560","835","75"
"167.300","1363","776","72"
"167.400","1232","800","85"
"167.500","1811","806","55"
"167.600","1663","800","54"
"167.700","1612","807","67"
"167.800","1869","842","52"
"167.900","695","796","119"
"168.000","1653","809","71"
"168.100","1221","793","82"
"168.200","2002","805","50"
"168.300","1877","806","53"
"168.400","1290","836","77"
"168.500","1616","789","61"
"168.600","1460","808","65"
"168.700","1984","830","52"
"168.800","1523","864","62"
"168.900","1460","818","72"
"169.000","998","872","100"
"169.100","1394","811","68"
"169.200","1539","810","66"
"169.300","1906","818","52"
"169.400","1939","781","51"
"169.500","1626","828","60"
"169.600","1265","842","79"
"169.700","1488","816","67"
"169.800","1970","824","50"
"169.900","724","812","136"
"170.000","1612","800","62"
"170.100","1615","808","55"
"170.200","807","810","137"
"170.300","1252","800","79"
"170.400","845","832","118"
"170.500","1407","845","69"
"170.600","893","772","114"
"170.700","1653","827","60"
"170.800","1402","802","70"
"170.900","1177","786","86"
"171.000","821","798","121"
"171.100","682","787","99"
"171.200","373","771","354"
"171.300","2294","806","43"
"171.400","1833","836","54"
"171.500","2223","790","45"
"171.600","2218","806","45"
"171.700","2314","814","42"
"171.800","1432","780","70"
"171.900","1071","836","93"
"172.000","2059","827","47"
"172.100","1600","782","63"
"172.200","1990","796","50"
"172.300","1822","807","54"
"172.400","1984","777","50"
"172.500","2083","800","48"
"172.600","837","816","98"
"172.700","2012","783","58"
"172.800","2002","803","49"
"172.900","1250","848","80"
"173.000","2281","781","43"
"173.100","999","817","99"
"173.200","1996","828","50"
"173.300","1817","800","55"
"173.400","945","838","103"
"173.500","1262","827","80"
"173.600","1629","790","60"
"173.700","1889","805","51"
"173.800","1343","805","76"
"173.900","1056","768","94"
"174.000","1238","808","80"
"174.100","1727","804","52"
"174.200","1422","778","76"
"174.300","1898","803","52"
"174.400","1105","823","79"
"174.500","871","812","120"
"174.600","493","736","215"
"174.700","831","839","119"
"174.800","1175","793","85"
"174.900","615","780","145"
"175.000","682","812","161"
"175.100","1116","768","77"
"175.200","897","786","117"
"175.300","167","710","630"
"175.400","1161","800","88"
"175.500","1215","807","82"
"175.600","1313","788","60"
"175.700","1053","781","95"
"175.800","833","818","144"
"175.900","1082","820","92"
"176.000","981","808","101"
"176.100","720","819","110"
"176.200","1318","805","89"
"176.300","889","796","110"
"176.400","1513","783","68"
"176.500","2455","825","40"
"176.600","1894","799","52"
"176.700","1453","821","69"
"176.800","2236","833","44"
"176.900","1458","788","68"
"177.000","753","852","69"
"177.100","1443","801","102"
"177.200","957","753","68"
"177.300","64","942","868"

